8	57
79	1393
79	1425
71	78
71	88
71	168
71	473
82	6
82	20
82	26
82	28
82	34
82	116
82	125
82	156
82	529
72	1817
46	1228
46	1230
46	1236
46	1237
46	1239
46	1279
46	1323
46	1360
46	1373
46	1443
46	1466
46	1476
46	3057
46	3061
268	2
268	18
267	1902
497	221
497	224
497	235
507	4055
500	1030
504	4
504	67
504	164
504	1125
505	161
540	8
540	172
540	239
540	280
540	313
540	330
540	342
540	371
540	425
540	433
541	1
564	2276
564	2622
489	35
638	2969
625	95
625	671
625	794
230	49
230	323
230	786
230	861
114	1292
114	1521
114	2901
681	2478
687	9
687	12
687	21
687	49
687	52
687	150
442	2565
727	6
727	340
727	2277
755	309
894	3
894	73
881	17
866	13
866	27
866	30
866	59
922	238
922	1511
922	1515
922	3033
922	3034
922	3037
896	3
896	4
896	7
896	9
896	30
896	32
896	99
896	114
896	120
896	144
896	154
896	161
896	170
896	177
896	183
896	206
896	227
896	352
896	4178
955	42
955	47
955	360
955	387
955	704
955	2470
980	105
980	622
876	329
876	1014
876	1110
876	3579
876	3777
932	3
932	19
932	22
1007	9
1007	263
1027	1
1027	20
1027	29
1027	39
1027	76
1027	339
1046	2
1043	2
1062	7
1062	174
1062	902
1062	3105
1062	3178
1120	70
1120	84
1115	1014
1143	16
1067	214
1067	1428
1067	1437
1067	1779
1067	2412
1166	2296
1166	2762
1214	185
1214	1228
1210	17
1210	22
1210	186
1198	3
1198	1083
1261	315
1297	8
1418	2
1418	4
1418	32
1418	38
1418	50
1260	95
1260	97
1260	193
1260	276
1260	330
1435	1
1462	1
1464	4020
1611	859
1644	2622
1647	20
1699	5
1710	138
1718	19
1718	27
1718	41
1715	110
1793	1329
1793	1433
1552	184
1552	508
1922	18
1922	86
1922	257
1922	338
1922	365
1922	383
1922	405
1922	637
1922	638
1922	674
1922	2656
2017	31
2026	2
2021	57
5	1
95	2
95	15
95	39
95	147
132	1
140	1
140	439
140	4010
205	1
226	1
243	1
210	1
210	32
451	1
451	2
451	379
492	1
492	337
501	1
501	2888
503	1
503	101
503	276
503	399
503	1029
503	1281
503	1460
513	1
514	1
522	1
545	1
545	426
566	1
566	140
566	294
566	331
566	1060
553	1
553	2
553	91
553	101
553	2906
552	2
552	5
552	6
552	1293
547	1
547	30
547	818
547	1348
587	1
623	1
619	1
627	1
580	1
580	2180
677	1143
684	1
731	2
779	2
779	3
779	5
779	18
779	22
774	1
813	2
839	1
839	484
839	636
839	651
839	2642
921	1
921	605
907	1
961	1
961	2465
961	2490
967	1
967	3603
968	1
959	1
959	2
959	138
959	216
959	218
959	2180
959	2194
959	2354
959	2355
959	2703
959	2704
959	3849
959	3853
959	3859
959	3860
959	3863
959	3865
959	3867
959	3868
959	3876
959	3878
959	3879
959	3880
959	3895
959	3896
959	3898
959	3958
959	3986
959	4024
959	4025
959	4026
579	1
939	1
939	8
939	33
939	110
939	134
939	403
939	1335
939	2997
981	2
981	1015
981	1019
981	2893
981	2896
981	2902
981	2950
981	2968
981	2981
981	3146
981	3620
992	2
1014	1
1014	318
1034	1
1041	2
1063	1
1063	2
989	2
989	4
1075	1
1075	2
1075	39
1075	246
1086	1
1086	2
1086	5
1086	33
1086	34
1087	1
1087	2
1087	3
1087	4
1087	5
1168	1
1212	1
1240	1
1239	1
1239	2
1239	15
1239	83
1239	90
1239	509
1239	519
1239	2026
1239	2027
1239	2030
1239	2033
1239	2036
1239	2122
1226	1
1292	1
1292	2
1257	1
1257	28
1257	333
1257	375
1281	249
1353	1
1353	122
1353	178
1353	183
1353	190
1353	3190
1353	3191
1432	1
1394	1
1029	1
1029	5
1029	1148
1029	1151
1029	1155
1029	1157
1263	1
